Date,Open,High,Low,Close,Adj Close,Volume,RETURN,MACD,SMA,EMA,TR,ATR,MA,BB_UP,BB_DOWN,BB_RANGE,RSI,ADX
2018-11-26,7.610000133514404,7.630000114440918,7.159999847412109,7.369999885559082,7.369999885559082,12164900,-0.012064363555988167,7.3512907825403735,0.005889000328571314,-0.005364734528192814,0.28999996185302734,0.5589999675750732,7.311000061035156,7.8853977701664055,6.736602351903907,1.1487954182624982,49.11355574959745,15.076878399970706
2018-11-27,7.300000190734863,7.699999809265137,7.230000019073486,7.480000019073486,7.480000019073486,9084900,0.01492539148201888,7.3770327803348845,-0.009206591477792948,0.0013986408116872884,0.4700002670288086,0.565999960899353,7.394000053405762,7.957689126778185,6.830310980033339,1.1273781467448458,50.93652615589072,14.710462097651698
2018-11-28,7.599999904632568,8.149999618530273,7.599999904632568,8.119999885559082,8.119999885559082,22096900,0.08556147925850799,7.525626896325463,0.01224244092965554,0.029452920302651876,0.4699997901916504,0.5524999618530273,7.528000020980835,8.09191515484629,6.96408488711538,1.1278302677309107,59.93068893423497,15.26472175885084
2018-11-29,8.0600004196167,8.119999885559082,7.760000228881836,7.789999961853027,7.789999961853027,13207600,-0.040640385265637624,7.57850170725913,0.0030713401097706592,0.0060884851083966175,0.5499997138977051,0.5499999523162842,7.597000026702881,8.162161969138424,7.0318380842673385,1.1303238848710855,54.39374588688192,15.779391444250042
2018-11-30,7.800000190734863,8.0,7.679999828338623,7.710000038146973,7.710000038146973,10994700,-0.010269566636432303,7.604801452155922,0.007502511056493755,0.0006358011927028869,0.3599996566772461,0.5504999399185181,7.634000015258789,8.176470895282378,7.0915291352352,1.0849417600471778,53.1126570950167,16.013469486176565
2018-12-03,8.100000381469727,8.130000114440918,7.5,7.579999923706055,7.579999923706055,22425400,-0.016861233955604793,7.599841134588346,0.006543136976570429,-0.005196543857268359,0.32000017166137695,0.5254999399185181,7.673000001907349,8.169945704494866,7.176054299319832,0.9938914051750345,51.01020468115421,15.692817472408578
2018-12-04,7.599999904632568,7.639999866485596,7.050000190734863,7.079999923706055,7.079999923706055,19624700,-0.0659630613499449,7.4958726932479225,-0.009634553589822325,-0.025452049689400045,0.630000114440918,0.5284999370574951,7.596999979019165,8.020362342619865,7.173637615418464,0.8467247272014014,43.82468899017544,14.90810938284447
2018-12-06,6.860000133514404,7.369999885559082,6.71999979019165,7.369999885559082,7.369999885559082,16688100,0.040960447030799596,7.470698093130191,-0.018554760035364003,-0.0033145507817637166,0.5899996757507324,0.5344999313354493,7.5669999599456785,7.919579217665495,7.214420702225862,0.7051585154396331,48.367615178677504,14.881151312008239
2018-12-07,7.360000133514404,7.380000114440918,6.960000038146973,6.989999771118164,6.989999771118164,11576200,-0.05156039624715558,7.374558310860757,-0.020738762231667596,-0.019396499270665054,0.6500000953674316,0.5209999322891236,7.494999933242798,7.778421904985013,7.211577961500582,0.5668439434844306,43.413301711519146,14.828688357258345
2018-12-10,7.03000020980835,7.119999885559082,6.739999771118164,7.03000020980835,7.03000020980835,9981000,0.005722523605145469,7.305646623061888,-0.01754034418335204,-0.011023491645243065,0.4200000762939453,0.5054999351501465,7.451999950408935,7.678187259815646,7.225812641002225,0.4523746188134208,44.0628254724242,15.23127546047633
