Date,Open,High,Low,Close,Adj Close,Volume,RETURN,MACD,SMA,EMA,TR,ATR,MA,BB_UP,BB_DOWN,BB_RANGE,RSI,ADX
2018-12-17,9.630000114440918,9.630000114440918,9.630000114440918,9.630000114440918,9.630000114440918,100,0.0,9.631053328407226,0.0,-9.546850674554821e-06,0.0,0.050999927520751956,9.632000064849853,9.63881178116597,9.625188348533737,0.01362343263223309,46.14038552847933,20.675206739859338
2018-12-18,9.630000114440918,9.630000114440918,9.619999885559082,9.619999885559082,9.619999885559082,200,-0.0010384453544127759,9.628842626913823,-0.00020768907088255517,-0.000352513018746668,0.0,0.03349990844726562,9.629000091552735,9.634266313532912,9.623733869572558,0.010532443960354243,41.70517671159006,19.463415337862923
2018-12-19,9.630000114440918,9.630000114440918,9.539999961853027,9.539999961853027,9.539999961853027,3500,-0.008316000484173136,9.611074010801305,-0.0018708891677171823,-0.0030070088413778353,0.010000228881835938,0.03199992179870605,9.620000076293945,9.62766236239277,9.612337790195118,0.015324572197652486,22.813057813817906,19.4310202950965
2018-12-20,9.59000015258789,9.640000343322754,9.5600004196167,9.630000114440918,9.630000114440918,17600,0.009433978296411683,9.614859245691472,1.5906491565154114e-05,0.0011399868720751443,0.09000015258789062,0.03249993324279785,9.620000076293945,9.629390343485293,9.610609809102597,0.01878053438269589,50.163997819911295,19.157424699740893
2018-12-21,9.630000114440918,9.630000114440918,9.630000114440918,9.630000114440918,9.630000114440918,69000,0.0,9.617887428505183,1.5906491565154114e-05,0.0007599912479977762,0.07999992370605469,0.03099989891052246,9.620000076293945,9.630760045242187,9.609240107345702,0.02151993789648543,50.1639978199113,18.903371646910692
2018-12-24,9.600000381469727,9.630000114440918,9.600000381469727,9.630000114440918,9.630000114440918,1100,0.0,9.620309971493167,1.5906491565154114e-05,0.0005066608319752641,0.0,0.03099989891052246,9.620000076293945,9.63166956102047,9.60833059156742,0.02333896945305014,50.1639978199113,19.2138477101634
2018-12-26,9.630000114440918,9.630000114440918,9.630000114440918,9.630000114440918,9.630000114440918,300,0.0,9.622248003795251,0.00022359556244770927,0.0003377738879731746,0.029999732971191406,0.030499887466430665,9.620000076293945,9.632081247274025,9.607918905313864,0.024162341960160205,50.1639978199113,19.5021469117552
2018-12-27,9.510000228881836,9.630000114440918,9.510000228881836,9.630000114440918,9.630000114440918,800,0.0,9.623798428300402,0.0018867956592823365,0.0002251825919775232,0.0,0.026999902725219727,9.620000076293945,9.63211798550112,9.60788216708677,0.02423581841435052,50.163997819911316,21.392565807263946
2018-12-28,9.630000114440918,9.630000114440918,9.630000114440918,9.630000114440918,9.630000114440918,5400,0.0,9.625038767049157,0.0,0.00015012172798297403,0.11999988555908203,0.03099989891052246,9.620000076293945,9.631518152745281,9.608481999842608,0.023036152902673024,50.1639978199113,23.147954781664925
2018-12-31,9.630000114440918,9.630000114440918,9.619999885559082,9.630000114440918,9.630000114440918,700,0.0,9.626031037500724,0.0,0.00010008115198774206,0.0,0.03099989891052246,9.620000076293945,9.628966680605458,9.61103347198243,0.017933208623027497,50.163997819911295,24.885299143944906
2019-01-02,9.579999923706055,9.630000114440918,9.579999923706055,9.630000114440918,9.630000114440918,400,0.0,9.62682485351162,0.0,6.672076799142481e-05,0.010000228881835938,0.029999923706054688,9.620000076293945,9.625692185732738,9.61430796685515,0.01138421887758767,50.163997819911295,26.899972917765677
2019-01-03,9.600000381469727,9.630000114440918,9.600000381469727,9.630000114440918,9.630000114440918,2000,0.0,9.627459906096108,0.0,4.448051199410399e-05,0.05000019073486328,0.03149991035461426,9.62100009918213,9.621632569189774,9.620367629174485,0.0012649400152895396,50.1639978199113,28.77074142202782
2019-01-04,9.630000114440918,9.630000114440918,9.630000114440918,9.630000114440918,9.630000114440918,2800,0.0,9.627967948020194,0.0,2.9653674662656344e-05,0.029999732971191406,0.03199992179870605,9.630000114440918,9.636285924719799,9.623714304162037,0.012571620557761065,50.1639978199113,30.50788360455696
2019-01-07,9.630000114440918,9.630000114440918,9.630000114440918,9.630000114440918,9.630000114440918,200,0.0,9.628374381467617,0.0,1.97691164417355e-05,0.0,0.028499937057495116,9.630000114440918,9.638350793856853,9.621649435024983,0.016701358831870294,50.1639978199113,32.12094420261973
2019-01-08,9.630000114440918,9.65999984741211,9.619999885559082,9.649999618530273,9.649999618530273,227600,0.0020767916772259642,9.632699430270167,0.00041535833544519284,0.0007054433033714489,0.0,0.026999950408935547,9.632000064849853,9.642243777673464,9.621756352026242,0.020487425647221613,57.691686246103,32.55356852224267
2019-01-09,9.649999618530273,9.649999618530273,9.649999618530273,9.649999618530273,9.649999618530273,1600,0.0,9.6361594688118,0.00041535833544519284,0.00047029553558059167,0.039999961853027344,0.02649998664855957,9.634000015258788,9.645927562031094,9.622072468486483,0.02385509354461135,57.691686246103,32.95529110474968
2019-01-10,9.649999618530273,9.670000076293945,9.649999618530273,9.649999618530273,9.649999618530273,144300,0.0,9.638927499324845,0.00041535833544519284,0.0003135303570535615,0.0,0.025,9.635999965667725,9.649334917326618,9.622665014008833,0.02666990331778507,57.691686246103,32.63699523212214
2019-01-11,9.65999984741211,9.65999984741211,9.65999984741211,9.65999984741211,9.65999984741211,100,0.0010362931893419525,9.643141969635792,0.0006226169733135834,0.0005544513011498622,0.020000457763671875,0.025500011444091798,9.638999938964844,9.653690744222873,9.624309133706815,0.029381610516058032,61.33871729923589,32.34143477896799
2019-01-14,9.670000076293945,9.6899995803833,9.670000076293945,9.6899995803833,9.6899995803833,2100,0.0031055624684330763,9.652513493018965,0.0012437294670001986,0.0014048216902446677,0.0,0.024000024795532225,9.644999885559082,9.661840182591439,9.628159588526726,0.033680594064712466,69.76014283152615,31.07007395896847
